user_id,frequency,total_spend,avg_order_value,recency_days,total_clicks,view_clicks,cart_clicks,purchase_clicks,campaign_clicks,triggered_clicks
U007251,1,67.42,67.42,358,6,4,1,1,1,0
U004083,1,380.3,380.3,311,6,4,0,1,2,1
U009799,2,152.46,76.23,676,6,4,2,0,2,0
U002554,1,749.2,749.2,374,6,4,2,0,3,0
U000535,1,186.13,186.13,408,6,4,2,0,3,0
U007055,1,5.11,5.11,824,6,4,1,0,2,1
U004689,1,712.19,712.19,579,6,4,1,0,2,0
U004733,1,690.55,690.55,688,6,4,0,0,2,0
U001385,1,339.38,339.38,849,6,4,1,0,0,0
U004744,1,71.91,71.91,437,6,4,2,0,2,0
U000731,2,4812.07,2406.03,206,6,4,1,1,1,0
U008644,1,317.34,317.34,507,6,4,1,0,2,1
U003253,1,1916.31,1916.31,371,6,4,1,0,1,0
U008512,1,1933.47,1933.47,274,6,4,0,1,1,0
U002880,2,622.36,300.22,405,6,4,0,1,4,0
U008431,2,268.13,134.06,184,6,4,0,1,1,0
U008403,2,727.43,395.22,204,6,4,1,1,2,0
U008925,2,2906.04,1908.24,514,6,4,0,0,1,0
U007632,1,763.66,763.66,632,6,4,2,0,2,0
U006318,2,4441.78,3141.49,343,6,4,1,0,0,0
U009063,1,566.87,566.87,833,6,4,1,0,1,0
U004736,1,232.34,232.34,569,6,4,0,0,3,1
U003262,2,1394.95,778.51,402,7,4,0,1,1,0
U005902,1,70.33,70.33,376,7,4,2,0,2,0
U004896,1,655.22,655.22,321,7,4,1,2,2,0
U003734,4,1699.32,822.15,216,7,4,1,0,1,0
U006038,3,1877.32,828,193,7,4,2,1,3,0
U002083,1,1916.68,1916.68,324,7,4,1,1,2,0
U000743,1,1251.31,1251.31,610,7,4,2,0,2,0
U008266,1,376.31,376.31,239,7,4,1,1,2,0
U009658,2,685.43,378.44,206,7,4,1,0,3,0
U001948,1,126.16,126.16,391,7,4,1,2,3,0
U003692,1,1413.95,1413.95,677,7,4,3,0,1,0
U008964,1,175.38,175.38,404,7,4,0,2,1,0
U007291,1,163.08,163.08,610,7,4,2,0,3,0
U004539,2,5388.84,3156.03,660,7,4,1,2,3,0
U001567,1,584.3,584.3,750,7,4,2,0,2,0
U000651,1,27.81,27.81,423,7,4,2,0,3,0
U007304,1,917.23,917.23,627,7,4,0,1,2,0
U000192,2,1057.24,513.47,189,7,4,2,0,1,0
U006498,2,828.94,678.54,189,7,4,0,1,1,0
U009339,1,221.13,221.13,272,7,4,1,2,0,0
U004411,1,680.45,680.45,811,7,4,1,0,4,1
U003329,1,25.41,25.41,739,7,4,1,1,3,0
U003616,1,94.95,94.95,210,7,4,1,1,2,1
U000311,1,118.8,118.8,485,7,4,2,1,3,0
U007229,3,968.45,327.64,196,7,4,1,0,2,0
U008091,1,123.72,123.72,639,7,4,2,1,4,1
U005142,1,308.97,308.97,848,7,4,0,1,3,1
U004034,2,1660.86,609.57,297,7,4,1,1,3,0
U003540,1,252.1,252.1,177,7,4,2,0,3,0
U001316,1,492.48,492.48,336,7,4,2,0,3,0
U009175,1,56.08,56.08,633,7,4,1,1,0,0
U001114,1,84.79,84.79,558,7,4,2,1,3,0
U002271,2,1036.23,626.92,254,7,4,1,1,4,1
U009207,1,492.64,492.64,407,7,4,2,0,1,0
U004335,5,2824.8,1042.03,344,7,4,2,0,1,0
U009951,1,697.76,697.76,729,7,4,1,2,1,0
U000219,2,563.49,246.44,268,7,4,0,1,3,0
U006185,1,320.13,320.13,521,7,4,2,1,2,0
U006308,2,764.75,382.38,670,7,4,1,0,2,1
U002988,1,907.52,907.52,761,7,4,1,0,1,0
U005429,1,697.88,697.88,324,7,4,1,0,4,0
U000582,1,433.98,433.98,293,7,4,1,0,0,0
U000971,1,104.44,104.44,723,7,4,2,1,2,0
U008882,1,164.91,164.91,629,7,4,2,0,2,1
U008462,1,81.42,81.42,429,7,4,2,0,2,1
U001487,1,191.89,191.89,591,7,4,0,0,1,1
U006655,1,222.12,222.12,311,7,4,1,1,2,0
U008264,2,2879.77,1843.83,379,7,4,0,2,1,0
U002808,2,1085.46,504.09,457,7,4,0,3,2,1
U006628,2,1472.07,774.92,564,7,4,2,1,3,1
U008877,2,735.79,416.46,208,7,4,0,2,5,1
U001835,2,1932.86,999.55,470,7,4,1,0,2,0
U009475,1,346.98,346.98,700,7,4,1,0,1,0
U006174,1,244.44,244.44,654,7,4,2,1,2,1
U004290,1,396.95,396.95,727,7,4,1,1,0,0
U001741,1,1607.69,1607.69,293,7,4,0,1,1,1
U000890,3,1989.07,705.3,233,7,4,0,1,3,0
U004445,3,579.79,179.77,174,7,4,2,1,0,0
U007997,1,577.85,577.85,803,7,4,2,1,2,1
U009955,1,12.72,12.72,679,7,4,0,0,3,1
U002259,1,6.79,6.79,560,7,4,2,0,3,0
U004772,3,2415.1,806.91,355,7,4,2,1,2,0
U003949,1,22.53,22.53,708,7,4,1,0,1,0
U008639,1,29.52,29.52,619,7,4,2,0,1,1
U005413,2,357.33,211.12,508,7,4,2,0,2,0
U001923,1,790.69,790.69,841,7,4,1,2,2,0
U005742,2,1205.77,880.75,396,7,4,1,1,4,0
U003967,1,612.71,612.71,767,7,4,1,2,3,0
U000363,1,403.08,403.08,763,7,4,2,1,2,0
U004151,3,1577.06,622.18,324,7,4,1,0,1,0
U004719,2,322.3,140.79,424,7,4,1,1,3,0
U001397,1,447.6,447.6,174,7,4,3,0,2,1
U007553,1,67.08,67.08,180,7,4,1,0,3,1
U008135,1,18,18,316,7,4,1,1,1,0
U009422,1,523.5,523.5,610,7,4,1,1,3,0
U006486,3,671.88,210.73,461,7,4,2,0,3,1
U006696,2,202.72,101.36,189,7,4,0,0,3,0
U000410,2,3197.97,1305.43,427,7,4,1,2,2,0
U002130,1,33.49,33.49,706,7,4,3,0,3,0
U003862,1,1042,1042,713,7,4,1,0,3,1
U008962,1,48.72,48.72,535,7,4,1,1,2,0
U003777,1,100.62,100.62,539,7,4,2,1,3,1
U007439,1,2066.58,2066.58,230,7,4,1,1,3,0
U002041,1,196.49,196.49,734,7,4,0,2,3,0
U001244,2,273.63,127.01,382,7,4,2,1,0,0
U002666,1,49.87,49.87,506,7,4,3,0,1,0
U006907,1,210.99,210.99,647,7,4,1,0,1,0
U001777,2,507.07,359.84,405,7,4,2,0,1,0
U007903,1,23.38,23.38,533,7,4,3,0,2,0
U004664,1,60.63,60.63,578,7,4,3,0,2,0
U007828,1,95.82,95.82,376,7,4,2,1,2,0
U006037,4,1884.33,388.51,309,7,4,1,1,2,0
U002053,2,2056.72,1650.29,262,7,4,0,2,3,0
U001137,1,394.91,394.91,177,7,4,1,0,1,0
U004592,1,380.44,380.44,560,7,4,1,1,4,1
U003028,1,287.31,287.31,634,7,4,1,0,3,0
U008979,1,47.75,47.75,618,7,4,2,1,2,0
U004977,3,3244.68,1406.68,200,7,4,3,0,5,0
U000714,2,158.01,79,222,7,4,3,0,3,0
U003402,1,412.36,412.36,236,7,4,2,1,2,0
U009649,1,16.94,16.94,554,7,4,1,1,1,0
U000224,1,1294.54,1294.54,755,7,4,2,0,3,0
U005975,1,36.42,36.42,354,7,4,2,1,0,0
U005526,2,562.32,295.84,444,7,4,1,2,4,0
U002004,2,731.8,478.01,195,7,4,2,0,3,1
U000772,2,685.2,486.73,257,7,4,0,2,2,0
U002789,2,162.68,81.34,466,7,4,0,0,2,0
U002393,1,673.25,673.25,689,7,4,2,0,0,0
U007159,1,2222.66,2222.66,559,7,4,2,1,3,1
U008669,1,78.74,78.74,330,7,4,2,0,1,0
U003536,1,2354.43,2354.43,524,7,4,0,0,2,0
U000730,2,2288.4,1144.2,588,7,4,2,1,3,0
U002696,1,25.97,25.97,448,7,4,0,1,3,0
U004358,1,322.88,322.88,244,7,4,1,0,3,0
U001293,2,1918.04,1270.49,323,7,4,2,0,1,0
U009944,1,273.71,273.71,819,7,4,0,0,3,0
U001311,3,2197.37,935.51,229,7,4,1,1,3,0
U004093,1,104.38,104.38,655,7,4,3,0,2,0
U008641,1,952.63,952.63,840,7,4,1,0,1,0
U007866,2,598.69,299.35,423,7,4,3,0,1,1
U006178,1,488.59,488.59,583,7,4,2,1,2,0
U002617,1,48.64,48.64,250,7,4,2,0,3,0
U008479,1,244.67,244.67,225,7,4,3,0,1,0
U008956,1,661.69,661.69,691,7,4,1,2,1,0
U006853,1,2259.12,2259.12,572,7,4,2,0,1,0
U007261,3,2296.27,1283.91,174,7,4,2,1,5,1
U003002,1,453.07,453.07,640,7,4,1,1,2,0
U003879,2,238.08,119.04,591,7,4,1,1,2,0
U002947,2,149.7,74.85,693,7,4,1,0,3,0
U001304,2,840.59,473.76,302,7,4,0,2,3,0
U005707,2,2149.7,1708.62,655,7,4,2,0,3,0
U006397,1,84.65,84.65,278,7,4,1,0,3,0
U008467,2,535.31,312.64,600,7,4,1,2,3,0
U007574,1,81.49,81.49,353,7,4,2,0,1,0
U007432,1,66.98,66.98,799,7,4,2,0,5,1
U001570,1,244.44,244.44,683,7,4,1,1,1,0
U006490,2,86.46,43.23,267,7,4,1,0,2,0
U008936,1,1605.25,1605.25,390,7,4,2,0,5,1
U005309,1,1146.15,1146.15,232,7,4,3,0,3,0
U002486,1,390.1,390.1,308,7,4,2,0,2,0
U004098,3,797.53,357.96,328,7,4,2,1,3,0
U005917,2,1584.69,654.2,395,7,4,1,1,1,0
U006077,1,496.2,496.2,834,7,4,1,0,1,0
U003266,2,494.12,292.39,474,7,4,2,1,2,0
U004861,1,901.26,901.26,527,7,4,1,2,1,0
U006000,1,453.01,453.01,725,7,4,1,0,1,0
U008465,4,4883.26,1463.85,193,7,4,1,0,1,0
U002192,1,824.25,824.25,576,7,4,2,1,2,0
U001264,3,403.07,169.75,471,7,4,1,0,4,2
U006665,1,899.4,899.4,719,7,4,3,0,3,0
U000837,3,278.86,148.29,418,7,4,1,1,1,0
U004759,1,207.49,207.49,652,7,4,1,0,1,0
U004646,1,2025.08,2025.08,268,7,4,0,1,4,0
U007832,1,2002.35,2002.35,260,7,4,1,0,1,0
U000386,2,4878.3,2439.15,176,7,4,2,1,5,2
U000978,3,522.4,174.13,265,7,4,1,2,0,0
U004280,1,726.33,726.33,679,7,4,1,1,2,0
U001491,2,323.09,132.71,314,7,4,2,0,1,0
U003719,1,1860.95,1860.95,305,7,4,2,1,2,1
U008626,1,386.09,386.09,340,7,4,0,0,1,0
U006962,2,1545.21,997.42,275,7,4,2,1,2,0
U004923,5,2196.1,432.25,218,7,4,2,1,2,0
U006280,1,58.95,58.95,326,7,4,3,0,2,0
U000342,1,33.06,33.06,489,7,4,0,1,1,0
U008665,1,614.34,614.34,654,7,4,1,0,3,0
U008362,1,275.36,275.36,707,8,4,2,0,4,0
U000728,1,197.04,197.04,175,8,4,3,0,4,0
U003304,1,132.66,132.66,809,8,4,3,0,3,0
U009529,2,1201.69,612.78,455,8,4,1,1,2,0
U009444,1,659.19,659.19,427,8,4,4,0,4,0
U001106,1,202.61,202.61,538,8,4,1,1,2,0
U009648,1,439.66,439.66,491,8,4,2,1,3,0
U009221,1,55.42,55.42,700,8,4,1,1,4,0
U002158,1,1889.87,1889.87,674,8,4,3,1,1,0
U005807,1,1098.23,1098.23,717,8,4,1,1,1,1
U002275,1,53.16,53.16,408,8,4,2,1,2,0
U000735,1,387.86,387.86,517,8,4,2,1,3,0
U000425,1,65.31,65.31,382,8,4,2,0,0,0
U009920,1,217.41,217.41,754,8,4,4,0,4,0
U009174,2,138.82,70.22,368,8,4,2,0,4,1
U000925,1,574.35,574.35,360,8,4,2,0,3,0
U005481,2,581.72,402.92,531,8,4,2,0,3,0
U009158,1,2540.22,2540.22,666,8,4,4,0,6,0
U005441,2,477.1,238.55,464,8,4,2,1,3,0
U007374,1,293.24,293.24,753,8,4,1,1,2,0
U009330,1,54.61,54.61,712,8,4,1,0,1,0
U007116,1,369.9,369.9,656,8,4,2,0,2,0
U006898,1,409,409,527,8,4,2,1,3,0
U008490,1,3584.82,3584.82,206,8,4,2,1,2,0
U008692,1,61.81,61.81,542,8,4,3,0,2,0
U005838,1,145.19,145.19,674,8,4,1,1,3,0
U002312,1,41.55,41.55,280,8,4,2,0,3,1
U008807,1,103.35,103.35,293,8,4,2,1,2,0
U006207,1,84.13,84.13,736,8,4,1,2,4,1
U002377,3,3531.89,1425.28,402,8,4,2,1,2,0
U005045,2,794.25,397.13,378,8,4,1,1,3,0
U005942,1,65.46,65.46,838,8,4,3,0,2,0
U007019,1,333.2,333.2,721,8,4,3,0,3,0
U008145,1,19.09,19.09,749,8,4,2,1,2,0
U002007,1,967.83,967.83,239,8,4,2,0,5,0
U008875,1,175.44,175.44,254,8,4,2,0,3,0
U008397,1,162.89,162.89,465,8,4,2,1,2,0
U007833,4,1190.99,397.08,176,8,4,3,1,4,0
U002286,3,3004.18,1107.67,307,8,4,2,0,2,0
U001857,1,819.76,819.76,228,8,4,2,1,1,0
U004627,3,3978.79,1552.42,183,8,4,0,1,3,0
U008376,2,4194.01,1919.05,717,8,4,3,1,1,0
U008280,1,150.71,150.71,406,8,4,1,1,3,0
U002159,1,145.19,145.19,622,8,4,3,0,2,0
U009302,1,252.94,252.94,486,8,4,4,0,3,0
U006396,1,420.43,420.43,624,8,4,1,1,1,0
U002628,3,1949.31,733.69,462,8,4,1,2,0,0
U005933,1,131.08,131.08,786,8,4,1,0,1,0
U006149,1,9.58,9.58,848,8,4,2,1,2,0
U000856,1,38.54,38.54,275,8,4,1,0,2,0
U000349,2,1014.12,586.72,332,8,4,2,1,1,0
U007254,1,527.87,527.87,225,8,4,2,0,2,0
U009818,1,810.06,810.06,257,8,4,2,1,2,1
U000791,1,265.16,265.16,188,8,4,3,0,2,0
U003415,1,90.21,90.21,650,8,4,2,1,1,1
U003572,2,216.95,134.87,643,8,4,1,0,3,0
U007073,1,195.21,195.21,488,8,4,2,2,3,0
U006874,3,3633.95,1746.11,241,8,4,1,0,0,0
U003812,1,1102.97,1102.97,770,8,4,3,1,2,0
U002411,1,354.74,354.74,814,8,4,0,2,2,0
U003123,1,88.17,88.17,717,8,4,1,1,3,0
U004289,3,354.02,118.01,371,8,4,2,0,4,1
U006934,1,32.1,32.1,589,8,4,2,2,3,0
U007122,1,85.14,85.14,462,8,4,3,1,4,0
U009720,1,456.94,456.94,687,8,4,1,0,5,1
U001325,1,293.47,293.47,211,8,4,3,0,1,0
U008181,1,283.74,283.74,198,8,4,2,1,4,2
U000770,1,1046.44,1046.44,720,8,4,2,1,3,0
U002299,1,97.78,97.78,641,8,4,3,1,1,0
U006131,1,101.29,101.29,544,8,4,2,1,3,0
U004965,1,185.46,185.46,839,8,4,3,0,2,1
U006115,1,334.11,334.11,275,8,4,1,1,4,0
U004614,1,42.15,42.15,220,8,4,1,2,2,0
U005591,1,143.9,143.9,286,8,4,1,2,3,0
U001612,1,389.54,389.54,592,8,4,1,1,2,0
U003476,2,1171.31,624.54,367,8,4,2,1,5,1
U000803,1,72.33,72.33,729,8,4,3,0,3,0
U007446,1,137.45,137.45,744,8,4,2,0,3,0
U001443,1,334.25,334.25,816,8,4,3,1,3,0
U009829,1,811.5,811.5,264,8,4,1,0,4,0
U006477,2,3361.79,1847.8,800,8,4,3,0,1,0
U000888,2,469.32,234.66,495,8,4,0,1,4,0
U005693,1,97.36,97.36,225,8,4,3,1,3,0
U007289,1,71.52,71.52,643,8,4,3,0,2,0
U009903,4,9791.56,2810.62,259,8,4,4,0,3,0
U006795,1,306.1,306.1,477,8,4,2,2,3,2
U003239,3,2033.49,775.61,402,8,4,2,1,2,0
U006394,1,34.12,34.12,784,8,4,3,0,3,0
U004562,1,1046.31,1046.31,199,8,4,3,0,1,0
U009591,2,319.38,137.51,580,8,4,1,1,3,0
U004579,2,342.14,234.74,322,8,4,3,1,2,0
U008058,4,3331.23,990.67,324,8,4,2,1,1,0
U001225,2,516.26,394.78,180,8,4,3,0,3,0
U000906,1,108.18,108.18,254,8,4,2,1,3,0
U004160,1,140.4,140.4,180,8,4,3,1,4,0
U000588,2,635.43,413.17,453,8,4,1,0,4,0
U004683,1,175.38,175.38,211,8,4,3,1,1,0
U007283,1,11.83,11.83,822,8,4,1,0,5,1
U003708,3,763.4,312.5,579,8,4,3,0,2,0
U006071,1,39.02,39.02,696,8,4,3,0,4,0
U007534,1,128.31,128.31,280,8,4,3,0,3,1
U008624,1,82.4,82.4,418,8,4,2,0,4,0
U007963,1,79.17,79.17,703,8,4,3,0,1,0
U001990,3,294.19,98.06,265,8,4,0,2,3,0
U009071,4,1513.53,544.25,344,8,4,2,0,2,0
U009828,1,1523.53,1523.53,632,8,4,2,0,2,0
U006271,1,204.76,204.76,228,8,4,4,0,5,0
U002662,1,3949.42,3949.42,687,8,4,1,1,4,2
U003876,1,999.72,999.72,238,8,4,4,0,3,0
U006401,1,412.47,412.47,301,8,4,2,0,4,0
U007171,2,451.08,255.64,430,8,4,2,0,3,0
U004746,3,2047.64,763.16,190,8,4,2,1,5,0
U001580,1,38.54,38.54,603,8,4,4,0,3,0
U009741,1,124.59,124.59,556,8,4,1,0,0,0
U001426,1,122.27,122.27,578,8,4,2,0,4,1
U003694,1,60.58,60.58,242,8,4,2,1,3,0
U000820,2,1216.99,880.52,471,8,4,2,0,1,1
U009725,1,79.35,79.35,617,8,4,3,0,3,1
U000496,2,281.94,206.67,645,9,4,3,0,6,0
U004870,1,1124.87,1124.87,850,9,4,2,0,5,0
U004313,1,981.33,981.33,695,9,4,2,1,2,1
U004412,1,140.8,140.8,639,9,4,1,0,2,0
U007096,1,699.13,699.13,440,9,4,3,0,2,1
U004275,3,662.3,330.97,645,9,4,4,0,2,0
U005131,2,557.5,449.97,450,9,4,4,0,5,0
U008476,2,2991.39,1860.37,216,9,4,2,0,0,0
U000291,1,3103.96,3103.96,512,9,4,1,2,4,0
U008561,2,1461.72,1134.46,555,9,4,3,2,1,0
U001652,1,39.15,39.15,674,9,4,3,1,3,0
U009033,1,1364.8,1364.8,449,9,4,2,1,2,0
U001097,2,553.47,340.69,190,9,4,3,0,2,0
U001552,1,46.5,46.5,777,9,4,3,1,3,2
U004476,2,1938.31,969.15,173,9,4,2,1,3,0
U002207,1,1511.11,1511.11,855,9,4,2,3,2,0
U008178,1,976.45,976.45,474,9,4,4,0,4,0
U006300,1,1174.48,1174.48,208,9,4,2,0,3,1
U005203,1,160.18,160.18,443,9,4,4,0,2,0
U001694,1,97.26,97.26,650,9,4,3,1,1,0
U009005,2,104.7,63.03,259,9,4,1,0,3,1
U009661,2,582.98,271.98,218,9,4,3,0,2,0
U005603,2,3247.85,1469.63,380,9,4,2,0,3,0
U007398,1,120.82,120.82,627,9,4,4,1,3,0
U007961,2,2094.82,1357.24,267,9,4,4,0,3,0
U003664,2,676.44,335.86,491,9,4,4,1,4,1
U002450,1,191.8,191.8,821,9,4,1,2,1,0
U002133,1,391.52,391.52,198,9,4,1,1,4,0
U000830,1,113.67,113.67,324,9,4,1,1,2,0
U008133,1,725.56,725.56,266,9,4,3,0,5,1
U003481,2,1568.12,920.47,489,9,4,1,3,2,1
U006108,2,1693.16,1083.07,648,9,4,3,0,1,0
U002069,1,1134.78,1134.78,250,9,4,3,1,2,0
U008398,2,921.85,538.42,178,9,4,2,1,3,0
U007132,1,698.45,698.45,467,9,4,1,2,1,0
U000672,1,36.95,36.95,553,9,4,4,1,2,0
U007642,1,192.44,192.44,182,9,4,3,2,2,0
U000180,1,43.35,43.35,410,9,4,1,0,2,0
U003870,2,477.33,303.48,260,9,4,4,0,3,1
U004526,1,100.03,100.03,776,9,4,2,1,2,0
U000926,1,867,867,414,9,4,2,1,4,0
U003809,2,584.53,435.41,282,9,4,2,0,2,0
U005514,1,820.17,820.17,832,9,4,0,3,2,0
U001103,1,962.03,962.03,474,9,4,3,0,4,0
U002288,3,4287.97,1775.76,475,9,4,2,0,2,0
U007512,2,116,58,287,9,4,2,2,0,0
U001613,1,378.92,378.92,490,9,4,4,0,2,0
U003334,1,238.53,238.53,397,9,4,5,0,1,0
U007723,1,336.39,336.39,368,9,4,2,0,4,1
U001792,1,417.26,417.26,317,9,4,3,1,3,0
U000621,2,322.74,111.07,276,9,4,2,0,3,0
U001101,1,72.69,72.69,318,9,4,0,3,2,0
U001708,1,2121.05,2121.05,597,10,4,1,2,0,0
U006596,2,4281.62,2378.74,236,10,4,3,1,4,0
U009294,1,1670.52,1670.52,310,10,4,1,4,4,0
U007734,1,852.64,852.64,195,10,4,2,2,1,0
U003673,1,2495.36,2495.36,416,10,4,5,0,4,0
U009439,2,3010.88,1309.47,515,10,4,5,0,3,0
U009466,1,257.99,257.99,196,10,4,3,2,2,1
U002373,1,61.82,61.82,835,10,4,3,0,5,1
U007817,1,504.15,504.15,597,10,4,3,1,5,2
U000992,1,1468.52,1468.52,747,10,4,4,1,2,0
U001658,1,73.64,73.64,304,10,4,2,2,2,0
U007182,1,197.6,197.6,372,10,4,4,1,1,0
U000046,1,104.02,104.02,468,10,4,1,1,4,0
U003007,1,358.5,358.5,566,10,4,5,1,3,0
U002458,1,492.82,492.82,826,10,4,2,0,2,0
U008366,1,83.76,83.76,474,10,4,5,0,3,0
U005667,1,38.21,38.21,278,10,4,1,3,4,0
U008412,1,1340.76,1340.76,795,10,4,4,1,3,0
U000640,1,137.52,137.52,489,11,4,2,2,3,0
U001983,2,4854.54,3998.32,260,11,4,3,1,0,0
U004887,1,231.06,231.06,283,11,4,4,1,2,0
U007896,1,19.24,19.24,763,11,4,4,2,2,0
U007971,1,286.31,286.31,216,11,4,1,1,3,0
U008066,2,682.92,341.46,243,11,4,4,0,2,1
U000565,1,34.77,34.77,605,11,4,4,0,5,0
U008394,1,51.46,51.46,321,12,4,7,0,4,0
U003125,2,4341.8,2183.72,327,12,4,3,2,3,1
U003431,2,682.73,448.23,230,5,5,0,0,2,0
U002576,1,411.03,411.03,227,5,5,0,0,2,0
U003030,3,2287.29,1282.94,325,5,5,0,0,2,0
U006181,2,125.26,80.99,509,5,5,0,0,0,0
U005936,3,130.74,43.58,367,5,5,0,0,0,0
U004817,2,2073.57,1024.49,418,5,5,0,0,1,0
U009517,1,28.88,28.88,330,5,5,0,0,1,0
U009644,1,1767.66,1767.66,679,5,5,0,0,3,0
U002630,3,4114.19,1386.41,514,5,5,0,0,1,0
U004631,1,312.52,312.52,697,5,5,0,0,3,0
U004023,4,2592.5,759.25,297,5,5,0,0,1,0
U006864,2,460.01,188.58,708,5,5,0,0,2,0
U002683,1,498.28,498.28,410,5,5,0,0,2,0
U007204,1,4700.56,4700.56,683,5,5,0,0,0,0
U002702,2,1068.91,663.09,207,5,5,0,0,0,0
U003026,1,19.09,19.09,731,5,5,0,0,2,0
U009662,1,65.31,65.31,620,5,5,0,0,2,0
U007379,1,90.37,90.37,705,5,5,0,0,1,0
U008082,3,452.72,169.7,194,5,5,0,0,0,0
U006249,1,680.28,680.28,466,5,5,0,0,0,0
U005703,2,1719.76,1117.04,308,5,5,0,0,4,0
U004464,2,2705.6,1184.45,173,5,5,0,0,0,0
U005397,2,549.99,275,297,5,5,0,0,1,0
U000705,1,128.28,128.28,397,5,5,0,0,0,0
U006707,1,118.5,118.5,468,5,5,0,0,2,0
U001492,3,1648.17,933.88,284,5,5,0,0,3,0
U004388,1,75.12,75.12,807,5,5,0,0,2,1
U007941,1,514.26,514.26,785,5,5,0,0,2,0
U000201,1,1033.86,1033.86,740,5,5,0,0,2,0
U006574,1,328.61,328.61,430,5,5,0,0,3,0
U006959,2,274.3,137.78,180,5,5,0,0,1,0
U003903,1,179.7,179.7,794,5,5,0,0,1,0
U006429,1,179.12,179.12,616,5,5,0,0,2,0
U002169,1,598.3,598.3,329,5,5,0,0,1,0
U002511,1,156.64,156.64,564,5,5,0,0,2,1
U006964,1,175.69,175.69,266,5,5,0,0,2,0
U000477,1,7.76,7.76,201,5,5,0,0,1,0
U009849,2,384.3,192.15,637,5,5,0,0,2,0
U009253,1,1226.13,1226.13,832,5,5,0,0,0,0
U007223,1,1994.47,1994.47,225,5,5,0,0,1,0
U002324,1,157.79,157.79,630,5,5,0,0,0,0
U007518,2,37.41,18.7,653,5,5,0,0,1,0
U007863,2,466.53,237.89,336,5,5,0,0,2,0
U004735,2,311.71,156.27,186,5,5,0,0,0,0
U001731,1,108.57,108.57,285,5,5,0,0,1,0
U001256,2,483.89,205.85,357,5,5,0,0,0,0
U003791,1,604.12,604.12,723,5,5,0,0,0,0
U001666,3,722.57,337.78,597,5,5,0,0,1,0
U009112,1,632,632,227,5,5,0,0,2,0
U009760,1,22.25,22.25,783,5,5,0,0,1,0
U002715,1,307.44,307.44,821,5,5,0,0,3,0
U003286,1,15.87,15.87,449,5,5,0,0,2,0
U007026,1,166.44,166.44,790,5,5,0,0,0,0
U007216,1,582.1,582.1,381,5,5,0,0,1,0
U003887,3,2143.6,924.6,315,5,5,0,0,1,0
U008733,3,1694.35,553.37,211,5,5,0,0,2,1
U005350,2,155.72,69.29,189,5,5,0,0,4,0
U007684,1,396.98,396.98,498,5,5,0,0,3,0
U009415,1,458.76,458.76,261,5,5,0,0,2,0
U006380,1,892.41,892.41,587,5,5,0,0,4,0
U009261,1,540.84,540.84,498,5,5,0,0,1,0
U006191,2,975.24,555.67,409,5,5,0,0,4,0
U007482,2,97.65,48.83,517,5,5,0,0,3,0
U003622,1,40.24,40.24,766,5,5,0,0,1,0
U005485,1,569.51,569.51,542,5,5,0,0,2,0
U007685,1,224.87,224.87,745,5,5,0,0,2,0
U008286,1,260.01,260.01,815,5,5,0,0,2,0
U005800,2,404.76,261.18,337,5,5,0,0,2,0
U000979,1,229.47,229.47,275,5,5,0,0,2,0
U001250,2,856.44,582.83,443,5,5,0,0,0,0
U000139,2,735.18,367.59,315,5,5,0,0,2,0
U009761,1,2158.91,2158.91,788,5,5,0,0,3,0
U009712,2,89.72,44.86,605,5,5,0,0,0,0
U007586,2,1005.43,502.72,665,5,5,0,0,2,0
U001825,1,81.28,81.28,317,5,5,0,0,1,0
U000261,2,3892.14,1729.18,312,5,5,0,0,3,1
U002470,1,522.18,522.18,578,5,5,0,0,1,0
U008517,1,461.08,461.08,631,5,5,0,0,2,0
U007406,2,2331.57,1165.79,215,5,5,0,0,2,0
U005007,1,535.32,535.32,223,5,5,0,0,1,0
U006060,1,224.44,224.44,266,5,5,0,0,2,1
U009550,1,195.39,195.39,264,5,5,0,0,0,0
U004675,1,35.22,35.22,608,5,5,0,0,1,0
U000167,1,1324.11,1324.11,718,5,5,0,0,1,0
U004633,1,113.33,113.33,315,5,5,0,0,0,0
U000761,1,291.45,291.45,226,5,5,0,0,1,0
U008872,1,1946.67,1946.67,575,5,5,0,0,2,0
U002141,1,195.41,195.41,332,5,5,0,0,1,0
U002574,1,693.58,693.58,214,5,5,0,0,1,0
U000387,2,1211.93,502.25,345,5,5,0,0,1,0
U008326,1,554.7,554.7,842,5,5,0,0,2,0
U009437,2,299.5,165.68,476,5,5,0,0,2,0
U008727,3,1033.64,481.38,420,5,5,0,0,3,0
U005765,2,477.39,276.01,278,5,5,0,0,4,0
U004845,1,217.83,217.83,460,5,5,0,0,2,0
U008835,1,150.01,150.01,330,5,5,0,0,2,1
U002398,1,3096.09,3096.09,794,5,5,0,0,2,0
U000493,1,55.19,55.19,637,5,5,0,0,2,0
U009934,2,512.66,338.86,188,6,5,1,0,1,0
U008645,1,1133.71,1133.71,777,6,5,0,0,0,0
U004941,2,5256.85,2385.88,565,6,5,1,0,3,0
U000594,2,1034.45,525.43,182,6,5,1,0,2,0
U000865,2,509.44,174.67,540,6,5,1,0,1,0
U006390,1,97.57,97.57,791,6,5,1,0,3,0
U004244,1,60.29,60.29,684,6,5,0,0,1,0
U000759,1,1273.88,1273.88,335,6,5,0,0,3,0
